source_pid	source_ptitle	target_pid	target_ptitle	mean_score
638	Соединённые_Штаты_Америки	144097	Goldman_Sachs	61.75
1468	Венгрия	1116	Афганистан	61.0
77363	Гуанчжоу	630754	Народный_банк_Китая	61.0
4854225	Нью-Йорк_Сити_балет	1352669	Лондонский_симфонический_оркестр	60.8333
88489	Мэрилин_Монро	138382	Питт,_Брэд	60.5
20331	Бетховен,_Людвиг_ван	78	Берлин	60.5
5173921	Белл_хукс	269342	Айн_Рэнд	60.3333
5082209	Тендулкар,_Сачин	4785218	Гриффи,_Кен_(младший)	59.75
63315	Линкольн,_Авраам	26555	Наполеон_I	59.75
14398	Пекин	102051	Янцзы	59.6667
4362677	Энджелоу,_Майя	5173921	Белл_хукс	59.5
1652674	Сухопутные_войска_Германии	1588173	Военно-морские_силы_Испании	59.3333
1456	Достоевский,_Фёдор_Михайлович	9653	Кунц,_Дин	59.2
17950	Бах,_Иоганн_Себастьян	183956	Вена	59.2
2881	Мюнхен	919108	Лейпцигский_университет	59.2
52810	Робертс,_Джулия	1578643	Леди_Гага	58.6667
1136	Гватемала	2780	Доминиканская_Республика	58.5
55245	Зидан,_Зинедин	53789	Пари_Сен-Жермен	58.4
9	Россия	57	Варшава	57.8333
138453	Империя_Великих_Моголов	2799	Иран	57.75
78	Берлин	250573	Европейский_центральный_банк	57.6667
1479313	Кэмерон,_Дэвид	132038	Лондонская_фондовая_биржа	57.5
59078	Обама,_Барак	19050	Совет_Безопасности_ООН	57.5
9773	Толкин,_Джон_Рональд_Руэл	1345345	Ли,_Стэн	57.4
320411	Пан_Ги_Мун	53594	ЮНИСЕФ	57.4
53600	Эдинбург	18296	Европейское_космическое_агентство	57.25
3884827	Оксфам	5046876	Habitat_for_Humanity_International	56.6667
732	Украина	7	Литва	56.6
53598	Берлускони,_Сильвио	145324	Рейган,_Рональд	56.0
245418	Месси,_Лионель	5403339	Джитер,_Дерек	55.75
5267865	Университет_Пенджаба	5712359	Сухопутные_войска_Индии	55.3333
18321	Афины	4929748	Олимпийский_и_паралимпийский_комитет_США	55.0
1996118	Прайор,_Ричард	133347	Шакур,_Тупак	54.75
2676758	Бек,_Гленн	59085	Маккейн,_Джон	54.3333
9173	Сингапур	2824	Лаос	54.3333
1060642	Ферт,_Колин	1364361	Адель_(певица)	54.25
41623	Будапешт	14545	Шанхай	54.25
1996118	Прайор,_Ричард	553861	Грант,_Кэри	54.0
4191508	Хаммурапи_I	4756	Иисус_Христос	54.0
1267103	Рай,_Айшвария	311094	Гильдия_киноактёров_США	54.0
179466	Джонсон,_Линдон	361543	Керри,_Джон	53.8333
45139	Чехов,_Антон_Павлович	22937	Уайльд,_Оскар	53.8
1603428	Джонс,_Джеймс_Эрл	137662	Джоли,_Анджелина	53.8
2853	Норвегия	88	Лондон	53.5
45832	Османская_империя	9	Россия	53.4
22354	Буш,_Джордж_Уокер	16735	Йельский_университет	53.4
75	Волга	1492191	Вооружённые_силы_СССР	53.25
702133	Келли,_Джин	1426364	Американский_театр_балета	53.1667
93337	Ким_Чен_Ир	12702	Хирохито	52.4
245418	Месси,_Лионель	146000	Гретцки,_Уэйн	52.2
128054	Хендрикс,_Джими	2086970	Суза,_Джон_Филип	51.8333
17605	Микеланджело	54900	Католическая_церковь	51.1667
4929748	Олимпийский_и_паралимпийский_комитет_США	747485	Всемирная_боксёрская_организация	51.0
2881	Мюнхен	26198	Дунай	51.0
149853	Нью-Дели	2827	Либерия	50.6667
31984	Конго_(река)	2849	Нигерия	50.5
10036	Нил	1118	Алжир	50.2
223083	Бавария_(футбольный_клуб)	1652674	Сухопутные_войска_Германии	50.2
8566454	Седарис,_Дэвид	122651	Китон,_Бастер	49.8333
14109	Маркс,_Карл	167825	Рабочая_партия_Курдистана	49.75
50641	Лувр	48719	Прадо	49.75
394708	Фред_Астер	720812	Русские_сезоны	49.6667
17950	Бах,_Иоганн_Себастьян	205542	Дебюсси,_Клод	49.4
638	Соединённые_Штаты_Америки	369962	Target	49.3333
63150	Карачи	1108	Киев	49.0
655380	Черчилль,_Уинстон	179466	Джонсон,_Линдон	49.0
4191508	Хаммурапи_I	9819	Сирия	48.1667
175200	Ван_Бюрен,_Мартин	21252	Елизавета_II	48.0
3105770	Шанхайский_художественный_музей	102051	Янцзы	47.8333
9	Россия	498852	Агентство_национальной_безопасности	46.5
39485	Московский_Кремль	45832	Османская_империя	46.4
137718	Баффетт,_Уоррен	22478	Международный_валютный_фонд	46.25
1132	Канада	12459	Всемирная_торговая_организация	46.1667
50641	Лувр	53789	Пари_Сен-Жермен	46.0
655748	Браун,_Гордон	179466	Джонсон,_Линдон	45.75
1339090	Австралия_и_Океания	14947	Южная_Америка	45.5
1566522	Свифт,_Тейлор	919912	Facebook	44.4
550	Иван_Грозный	3640	Узбекистан	44.3333
134369	Остин,_Джейн	933026	British_Airways	44.1667
8713984	Virgin_Media	74804	Оксфордский_университет	43.5
32290	Арарат	54900	Католическая_церковь	43.5
1565307	Уорвик,_Дайон	2478	Нью-Йорк	43.3333
53599	Блэр,_Тони	1871	Кеннеди,_Джон_Фицджералд	43.0
63315	Линкольн,_Авраам	3456983	Пол,_Рэнд	43.0
110	Великобритания	53789	Пари_Сен-Жермен	42.0
1867917	Рахман,_Алла_Ракха	2086970	Суза,_Джон_Филип	42.0
82256	Версаль	172075	Запретный_город	41.6667
226882	Арджуна	63150	Карачи	41.6
1944055	Динамо_(футбольный_клуб,_Воронеж)	1492191	Вооружённые_силы_СССР	41.5
21236	Темза	558292	Манчестер_Сити	41.5
52609	Мумбаи	9173	Сингапур	41.3333
933026	British_Airways	74804	Оксфордский_университет	41.1667
11078	IBM	542963	Monsanto_Company	41.0
2820	Корейская_Народно-Демократическая_Республика	2861	Филиппины	40.5
31984	Конго_(река)	1436156	Кения_(гора)	40.5
2767	Гана	55	Франция	40.5
209627	Олдмен,_Гэри	56769	Лос-Анджелес	40.0
10342	Англия	279858	Amnesty_International	39.5
14398	Пекин	82509	Международный_олимпийский_комитет	39.3333
277071	Заппа,_Фрэнк	389874	The_Mothers_of_Invention	39.25
919747	Эрнхардт,_Дейл_(младший)	65531	Lamborghini	38.8333
21116	Гай_Юлий_Цезарь	24710	Нефертити	38.5
2672	Таллин	71	Москва	38.4
3027	Троцкий,_Лев_Давидович	54072	Кромвель,_Оливер	38.2
33139	Шекспир,_Уильям	1352669	Лондонский_симфонический_оркестр	38.2
1214690	Фонд_электронных_рубежей	265	Google_(компания)	37.0
85595	Пресли,_Элвис	5686833	Уиллис,_Брюс	36.8333
176806	Брамс,_Иоганнес	149199	Спрингстин,_Брюс	36.8333
1479095	Хан,_Шахрух	394708	Фред_Астер	36.6667
727	Швеция	40352	Стамбул	36.5
226882	Арджуна	2798	Индия	36.4
24710	Нефертити	9819	Сирия	36.2
29384	Мадрид	371643	Alfa_Romeo	36.0
110	Великобритания	1820	Барбадос	35.8333
807059	Сухопутные_войска_Италии	371643	Alfa_Romeo	35.5
56769	Лос-Анджелес	1597302	Национальная_ассоциация_студенческого_спорта	35.4
128054	Хендрикс,_Джими	137662	Джоли,_Анджелина	35.0
18342	Уральские_горы	1340650	Чжуцзян	35.0
36584	Леннон,_Джон	1479095	Хан,_Шахрух	35.0
131837	Джордан,_Майкл	799019	Сиэтл_Маринерс	34.75
1456	Достоевский,_Фёдор_Михайлович	183956	Вена	34.75
57	Варшава	12459	Всемирная_торговая_организация	34.3333
165458	Уэллс,_Орсон	158253	Би-би-си	34.25
1867917	Рахман,_Алла_Ракха	158032	Калькутта	33.6667
690306	Замок_Химэдзи	199943	Гондор	33.5
269342	Айн_Рэнд	3010	Сталин,_Иосиф_Виссарионович	33.25
1597302	Национальная_ассоциация_студенческого_спорта	4929748	Олимпийский_и_паралимпийский_комитет_США	33.0
1352893	Цао_Цао	2163535	Будда_Шакьямуни	33.0
6718276	Управление_по_делам_малого_бизнеса_(США)	8106943	Список_либертарианских_политических_партий	33.0
1554092	Доусон,_Розарио	2773	Куба	32.6667
44939	Каир	2800	Ирак	32.5
68923	Бандерас,_Антонио	53848	Барселона_(футбольный_клуб)	32.1667
3060430	Гарвардский_университет	144097	Goldman_Sachs	32.1667
291801	Уильямс,_Теннесси	902050	Дэй,_Дорис	32.0
2850	Непал	9008	Судан	31.6667
256	Ленин,_Владимир_Ильич	8218933	Аэрофлот_—_Российские_авиалинии	31.6
49395	Богота	1265471	Управление_по_борьбе_с_наркотиками	31.2
1436156	Кения_(гора)	252518	Лагос	30.6
1230	Пифагор	76028	Стэнфордский_университет	30.6
6153	Турция	1494595	Совет_по_правам_человека_(ООН)	30.4
1213671	Цяньлун	90857	Клеопатра	30.1667
1106205	Emirates_(авиакомпания)	159044	3M	30.0
2163535	Будда_Шакьямуни	273521	Ватиканский_холм	30.0
1538373	Air_Canada	125553	Samsung_Electronics	29.4
59885	Этна	371643	Alfa_Romeo	28.8
18342	Уральские_горы	75	Волга	28.75
33794	Диккенс,_Чарльз	788299	Паваротти,_Лучано	28.6
33139	Шекспир,_Уильям	53600	Эдинбург	28.5
49798	Николай_II	24676	Рузвельт,_Франклин_Делано	28.1667
128054	Хендрикс,_Джими	1283303	Карлин,_Джордж	28.0
261478	Чжан_Цзыи	702796	Universal_Pictures	27.8333
158032	Калькутта	53600	Эдинбург	27.8
107166	Спарта	623469	Музеи_Ватикана	27.75
110	Великобритания	2787	Эфиопия	27.6
19050	Совет_Безопасности_ООН	1214690	Фонд_электронных_рубежей	27.5
2674109	Баччан,_Абхишек	5267865	Университет_Пенджаба	27.4
59078	Обама,_Барак	107	Европа	27.4
2723891	Русеф,_Дилма	2696	Колумбия	27.3333
22937	Уайльд,_Оскар	6214	Париж	27.3333
22715	Конфуций	36336	Второй_Ватиканский_собор	27.1667
1597302	Национальная_ассоциация_студенческого_спорта	8439076	Национальное_управление_по_трудовым_отношениям	27.0
702279	Нью-Йоркская_товарная_биржа	630754	Народный_банк_Китая	27.0
1075937	Вооружённые_силы_Испании	1001447	Министерство_внутренней_безопасности	26.8333
212212	Теннант,_Дэвид	5244279	Королевская_шекспировская_труппа	26.8333
59085	Маккейн,_Джон	60388	Большой_каньон	26.75
1106205	Emirates_(авиакомпания)	17205	Реал_Мадрид_(футбольный_клуб)	26.75
2163535	Будда_Шакьямуни	62004	Бангкок	26.6
1479095	Хан,_Шахрух	273482	New_Line_Cinema	26.2
156398	Boeing	265	Google_(компания)	26.1667
183956	Вена	1652674	Сухопутные_войска_Германии	26.1667
2569	Архимед	273521	Ватиканский_холм	26.0
145994	Всемирный_экономический_форум	1930404	Коммунистическая_партия_Великобритании_(1920)	26.0
53598	Берлускони,_Сильвио	63771	Европейский_суд_по_правам_человека	26.0
54072	Кромвель,_Оливер	1352669	Лондонский_симфонический_оркестр	26.0
93337	Ким_Чен_Ир	2799	Иран	25.8
13903	Екатерина_II	271348	Ода_Нобунага	25.6667
2478	Нью-Йорк	132038	Лондонская_фондовая_биржа	25.3333
63315	Линкольн,_Авраам	770499	Американский_союз_защиты_гражданских_свобод	25.3333
69002	Дилан,_Боб	53599	Блэр,_Тони	25.3333
3425	McDonald’s	11078	IBM	25.1667
1134	Китай	256238	CNN	24.5
31851	Гималаи	2868	Антарктида	24.5
2860	Перу	31851	Гималаи	24.5
22354	Буш,_Джордж_Уокер	4929748	Олимпийский_и_паралимпийский_комитет_США	24.3333
6062809	Юридический_факультет_Гарвардского_университета	4291075	Зелёная_партия	24.0
53684	Роулинг,_Джоан	31425	Король_Артур	24.0
1213671	Цяньлун	122298	Филипп_II_(король_Испании)	24.0
770499	Американский_союз_защиты_гражданских_свобод	941644	Министерство_сельского_хозяйства_США	23.3333
386647	Колорадо_(река)	1305571	Королевское_географическое_общество	23.25
371643	Alfa_Romeo	53848	Барселона_(футбольный_клуб)	23.2
93337	Ким_Чен_Ир	1353319	Университет_Цинхуа	23.1667
6214	Париж	77363	Гуанчжоу	23.0
163565	Картер,_Джимми	39485	Московский_Кремль	22.8
655380	Черчилль,_Уинстон	26198	Дунай	22.5
163565	Картер,_Джимми	6718276	Управление_по_делам_малого_бизнеса_(США)	22.0
1469	Исландия	19050	Совет_Безопасности_ООН	22.0
1823	Бутан	172075	Запретный_город	21.6667
53599	Блэр,_Тони	50641	Лувр	21.6
231792	Клуни,_Джордж	5046876	Habitat_for_Humanity_International	21.6
498852	Агентство_национальной_безопасности	1652674	Сухопутные_войска_Германии	21.5
77363	Гуанчжоу	252518	Лагос	21.4
257581	Мавретания	723356	Университет_штата_Огайо	21.4
269148	Сеул	2786	Эритрея	21.3333
1132	Канада	933026	British_Airways	20.8
69002	Дилан,_Боб	56769	Лос-Анджелес	20.6667
2787	Эфиопия	45832	Османская_империя	20.6667
1566522	Свифт,_Тейлор	389874	The_Mothers_of_Invention	20.5
31852	Скалистые_горы	95530	Армия_США	20.25
160001	Франциск_Ассизский	279858	Amnesty_International	20.1667
63049	Меркель,_Ангела	71	Москва	19.8
30667	Хемингуэй,_Эрнест	7078054	Маршалл,_Тэргуд	19.6667
2676758	Бек,_Гленн	2070092	Национальная_стрелковая_ассоциация_США	19.6
3425	McDonald’s	189244	Dow_Chemical	19.5
22937	Уайльд,_Оскар	110	Великобритания	19.5
355273	Финикс_Санз	747485	Всемирная_боксёрская_организация	19.3333
638	Соединённые_Штаты_Америки	82868	Хезболла	19.25
14947	Южная_Америка	1075937	Вооружённые_силы_Испании	19.2
63	Бразилия	53848	Барселона_(футбольный_клуб)	19.1667
2868	Антарктида	5024151	Агентство_по_охране_окружающей_среды_США	19.1667
1198536	Шведская_королевская_академия_наук	7780779	Американская_кардиологическая_ассоциация	19.0
42739	Мехико	1588173	Военно-морские_силы_Испании	18.8333
1123389	Стил,_Даниэла	29438	Международное_агентство_по_атомной_энергии	18.8
2867	Африка	807059	Сухопутные_войска_Италии	18.6667
425437	О’Тул,_Питер	2478	Нью-Йорк	18.6
53599	Блэр,_Тони	2857	Панама	18.4
33139	Шекспир,_Уильям	1267103	Рай,_Айшвария	18.3333
87325	Эдип	93337	Ким_Чен_Ир	18.0
12459	Всемирная_торговая_организация	1565949	LinkedIn	17.6
256	Ленин,_Владимир_Ильич	88	Лондон	17.5
393990	PayPal	182164	Лондонская_школа_экономики_и_политических_наук	17.2
47903	Виктория_(королева_Великобритании)	6214	Париж	17.1667
45505	Генрих_VIII	271348	Ода_Нобунага	16.6667
42739	Мехико	102051	Янцзы	16.6
2247231	Маркс,_Граучо	156380	Крымские_горы	16.5
1397	Португалия	18296	Европейское_космическое_агентство	16.4
67936	Чейни,_Дик	2799	Иран	16.1667
3884827	Оксфам	346925	Торонтский_университет	16.0
124051	Ferrari	53848	Барселона_(футбольный_клуб)	15.8333
21252	Елизавета_II	2868	Антарктида	15.8333
29438	Международное_агентство_по_атомной_энергии	1099968	Тегеранский_университет	15.6667
1263129	Лорен,_Ральф	103055	Далай-лама	15.5
43713	Джакарта	63	Бразилия	15.2
2163535	Будда_Шакьямуни	2821	Республика_Корея	15.1667
85777	Софокл	50641	Лувр	15.0
32130	Гейтс,_Билл	53684	Роулинг,_Джоан	14.8
17950	Бах,_Иоганн_Себастьян	49798	Николай_II	14.8
78	Берлин	1387370	Университет_Осло	14.6667
53684	Роулинг,_Джоан	8503	Эйнштейн,_Альберт	14.5
32130	Гейтс,_Билл	2967505	Tumblr	14.4
1224	Лютер,_Мартин	12842	Северная_Америка	13.8
690306	Замок_Химэдзи	122616	Евфрат	13.6
93337	Ким_Чен_Ир	82509	Международный_олимпийский_комитет	13.5
1134	Китай	4929748	Олимпийский_и_паралимпийский_комитет_США	13.5
24710	Нефертити	320411	Пан_Ги_Мун	13.3333
4929748	Олимпийский_и_паралимпийский_комитет_США	355811	Торонто_Рэпторс	13.3333
2788	Фиджи	11453	Тунис	13.2
732	Украина	29438	Международное_агентство_по_атомной_энергии	13.0
63049	Меркель,_Ангела	638	Соединённые_Штаты_Америки	13.0
553861	Грант,_Кэри	2478	Нью-Йорк	13.0
160001	Франциск_Ассизский	196716	Ринго_Старр	13.0
6718276	Управление_по_делам_малого_бизнеса_(США)	1214236	Венский_филармонический_оркестр	12.4
1426364	Американский_театр_балета	1597302	Национальная_ассоциация_студенческого_спорта	12.25
49807	Людовик_XIV	104193	Миссисипи	12.2
270652	Флорида_Пантерз	82509	Международный_олимпийский_комитет	12.1667
71	Москва	1652674	Сухопутные_войска_Германии	12.1667
24602	Кинг,_Мартин_Лютер	8503	Эйнштейн,_Альберт	12.0
5173921	Белл_хукс	2867	Африка	11.5
1106205	Emirates_(авиакомпания)	1588173	Военно-морские_силы_Испании	11.25
9773	Толкин,_Джон_Рональд_Руэл	182164	Лондонская_школа_экономики_и_политических_наук	11.25
49798	Николай_II	33342	По,_Эдгар_Аллан	11.1667
63049	Меркель,_Ангела	7078054	Маршалл,_Тэргуд	11.0
1132	Канада	770499	Американский_союз_защиты_гражданских_свобод	11.0
712874	Ротко,_Марк	170070	Lufthansa	11.0
776549	Лагерфельд,_Карл	131988	Байрон,_Джордж_Гордон	10.8333
273521	Ватиканский_холм	5046876	Habitat_for_Humanity_International	10.8
7078054	Маршалл,_Тэргуд	5024151	Агентство_по_охране_окружающей_среды_США	10.6667
53598	Берлускони,_Сильвио	1397	Португалия	10.6
1397	Португалия	791457	Катскилл_(горы)	10.5
8410590	Администрация_социального_обеспечения_США	1652674	Сухопутные_войска_Германии	10.5
4951145	Клиника_Майо	19050	Совет_Безопасности_ООН	10.3333
131988	Байрон,_Джордж_Гордон	294072	Али,_Мухаммед	10.3333
14398	Пекин	63771	Европейский_суд_по_правам_человека	10.2
118008	Дели	702279	Нью-Йоркская_товарная_биржа	10.2
215432	Гиллеспи,_Диззи	59631	Клинтон,_Хиллари	10.1667
23772	Клинтон,_Билл	6718276	Управление_по_делам_малого_бизнеса_(США)	10.0
59078	Обама,_Барак	1566522	Свифт,_Тейлор	9.8
50641	Лувр	933026	British_Airways	9.8
180620	Никсон,_Ричард	1132	Канада	9.6667
53681	Махатма_Ганди	269148	Сеул	9.6
103055	Далай-лама	291801	Уильямс,_Теннесси	9.6
82227	Стейнбек,_Джон	55245	Зидан,_Зинедин	9.5
63049	Меркель,_Ангела	21236	Темза	9.5
29704	Мандела,_Нельсон	191832	Шетнер,_Уильям	9.5
47903	Виктория_(королева_Великобритании)	425437	О’Тул,_Питер	9.25
30205	Фейнман,_Ричард	1968947	Университет_Париж_IV_Сорбонна	9.25
53599	Блэр,_Тони	2778	Камерун	9.2
107963	Вайоминг	2825	Ливан	9.1667
639454	Рейксмюсеум	2868	Антарктида	9.1667
3477685	Амери-Корпус	201915	Университет_Глазго	9.1667
82256	Версаль	44939	Каир	9.0
3010	Сталин,_Иосиф_Виссарионович	21236	Темза	8.8333
2670836	Ассанж,_Джулиан	1116	Афганистан	8.75
205542	Дебюсси,_Клод	10342	Англия	8.75
1434031	Вудс,_Тайгер	3219714	Федерация_футбола_США	8.6667
53684	Роулинг,_Джоан	277071	Заппа,_Фрэнк	8.6
138382	Питт,_Брэд	960980	Церковь_саентологии	8.5
110	Великобритания	879391	Синай_(гора)	8.1667
2072904	Остин,_Стив	2788	Фиджи	8.1667
1823	Бутан	702279	Нью-Йоркская_товарная_биржа	8.0
26163	Кинг,_Стивен	369962	Target	8.0
655380	Черчилль,_Уинстон	2850	Непал	8.0
5267865	Университет_Пенджаба	2967505	Tumblr	7.8333
269148	Сеул	879391	Синай_(гора)	7.8
175200	Ван_Бюрен,_Мартин	1001447	Министерство_внутренней_безопасности	7.6667
226882	Арджуна	277071	Заппа,_Фрэнк	7.6667
5082209	Тендулкар,_Сачин	76028	Стэнфордский_университет	7.6667
85294	Одиссей	2853	Норвегия	7.5
