source_pid	source_ptitle	target_pid	target_ptitle	mean_score
61999	Danielle_Steel	9428	Ernest_Hemingway	84.25
12108	Greece	12418604	Mount_Olympus	84.2
23041	Puerto_Rico	5042481	Cuba	83.2
235888	Jon_Stewart	418944	Glenn_Beck	81.75
288140	Maya_Angelou	200734	Bell_hooks	81.6
76972	Denmark	9239	Europe	81.0
308	Aristotle	12108	Greece	81.0
20076	Martin_Luther_King_Jr.	26458	Rosa_Parks	80.6
16743	Karl_Marx	15641	Joseph_Stalin	80.25
534366	Barack_Obama	43715	John_McCain	79.8
275519	Matterhorn	42179	Mount_Everest	79.75
17888	Leon_Trotsky	11625	Fyodor_Dostoevsky	79.4
4497	Bugatti	6882	Chrysler	78.5
153295	Daniel_Radcliffe	166959	Matt_Damon	78.5
61603	Gondor	58644	Nazgûl	77.8
14531	Iceland	12118	Greenland	77.75
19008577	William_Shatner	363856	George_Takei	77.75
3383	Brazil	24363836	Bric	77.25
964226	Shanghai_Sharks	72895	Phoenix_Suns	76.4
63639	Volga	380138	Dnieper	76.0
1950	American_Civil_Liberties_Union	25624937	NAACP	76.0
15782	Jane_Austen	9549	Edgar_Allan_Poe	75.5
4345474	American_Red_Cross	581673	American_Heart_Association	75.5
21648	New_Jersey	23922	Princeton_University	75.25
961213	Shanghai_Art_Museum	27643	Shanghai	75.2
210815	Royal_Swedish_Academy_of_Sciences	23883046	Indian_Institutes_of_Technology	75.2
70718	Ivan_the_Terrible	25391	Russia	75.0
2150841	Lionel_Messi	218947	Derek_Jeter	75.0
26909	Silvio_Berlusconi	25433	Ronald_Reagan	74.8
21241	Norway	76972	Denmark	74.5
512737	German_Army	156879	Spanish_Navy	74.5
9464813	Mikhail_Bulgakov_Museum	19004	Moscow	74.25
534366	Barack_Obama	5043192	Hillary_Clinton	74.25
1095706	Jesus	3395	Gautama_Buddha	74.2
159599	Ben_Affleck	649484	Rosario_Dawson	74.0
10287	Hirohito	30057	Tokyo	73.6
9906294	Johann_Sebastian_Bach	6260	Claude_Debussy	73.0
14653	Iran	159999	University_of_Tehran	72.2
27318	Singapore	17752	Laos	71.5
22278	Ottoman_Empire	11125639	Turkey	71.2
63747	Muhammad_Ali	93729	World_Boxing_Organization	71.0
460349	Ralph_Lauren	175855	Karl_Lagerfeld	70.5
15924	Julius_Caesar	753281	Roman_army	69.75
5042916	Canada	12118	Greenland	69.75
99340	Sergei_Rachmaninoff	9906294	Johann_Sebastian_Bach	69.25
265949	Qianlong_Emperor	241636	Cao_Cao	69.2
2150841	Lionel_Messi	33422	Wayne_Gretzky	68.75
2150841	Lionel_Messi	11049	FIFA	68.6
60706	National_Collegiate_Athletic_Association	287713	United_States_Olympic_&_Paralympic_Committee	68.6
18603746	Beijing	6613	Yangtze	68.25
31717	United_Kingdom	53228	Eton_College	68.0
139098	Toshiro_Mifune	872	Akira_Kurosawa	67.8
305	Achilles	1216	Athens	67.75
11015252	Vladimir_Lenin	4927	Bolsheviks	67.6
171166	Nepal	27421	Sudan	67.5
352699	Shah_Rukh_Khan	64962	Fred_Astaire	67.4
100254	Arjuna	14533	India	67.4
57570	Sachin_Tendulkar	63493	Ken_Griffey_Jr.	67.0
12731	George_Harrison	18081	Liverpool	67.0
69894	Wales	338169	Cardiff_University	66.25
3470	Burkina_Faso	76762	Democratic_Republic_of_the_Congo	65.8
222417	A._R._Rahman	39753	John_Philip_Sousa	65.75
89659	Aeroflot	145623	Air_Canada	65.75
170131	Kyrgyzstan	11125639	Turkey	65.2
17238567	Guatemala	8060	Dominican_Republic	65.0
31750	Ukraine	17675	Lithuania	65.0
5407	California	13270	Hawaii	64.75
54533	Lyndon_B._Johnson	5122699	John_Kerry	64.75
9239	Europe	19961	Manchester_United_F.C.	64.75
33523	Woodrow_Wilson	15992	Jimmy_Carter	64.5
13041163	Adele	31717	United_Kingdom	64.5
200734	Bell_hooks	339	Ayn_Rand	64.5
17546	Louvre	230962	Museo_del_Prado	64.25
16553	Julia_Roberts	17782843	Lady_Gaga	64.0
307	Abraham_Lincoln	69880	Napoleon	64.0
33265	Winston_Churchill	54533	Lyndon_B._Johnson	63.4
320706	David_Sedaris	43055	Buster_Keaton	63.4
220007	Social_Security_Administration	19985712	Small_Business_Administration	63.0
358	Algeria	5843419	France	63.0
17675	Lithuania	17391	Kosovo	62.75
158984	Harvard_Law_School	67704	London_School_of_Economics	62.25
19318	Marilyn_Monroe	44849	Brad_Pitt	62.25
32817	Vladimir_Putin	66488	Moscow_Metro	62.2
14653	Iran	737	Afghanistan	62.0
21019	Michelangelo	606848	Catholic_Church	61.8
180542	Himeji_Castle	15573	Japan	61.75
60827	Cleopatra	21476519	Ramesses_II	61.75
231156	Richard_Pryor	38965	Cary_Grant	61.6
440878	New_York_City_Ballet	156257	London_Symphony_Orchestra	61.4
64962	Fred_Astaire	225543	Carol_Channing	61.25
23041	Puerto_Rico	3434750	United_States	61.25
22217	Ohio_State_University	245695	Columbus_Crew_SC	60.8
3301347	Tony_Blair	5119376	John_F._Kennedy	60.75
19004	Moscow	63639	Volga	60.5
149127	Ferdinand_VII_of_Spain	3932850	Spanish_Armed_Forces	60.25
352699	Shah_Rukh_Khan	615942	Abhishek_Bachchan	60.0
26328	Royal_Australian_Air_Force	383258	Russian_Navy	59.8
5042481	Cuba	18933066	Florida	59.75
6293	Cairo	30057	Tokyo	59.75
22614	Oscar_Wilde	288140	Maya_Angelou	59.75
46989	Grand_Canyon	180968	Colorado_River	59.5
14532	Italy	301088	Vatican_Hill	59.4
72811	Zhang_Ziyi	18603746	Beijing	59.2
32897	William_Shakespeare	9549	Edgar_Allan_Poe	59.0
16808	King_Arthur	9316	England	58.75
352699	Shah_Rukh_Khan	19189	Mumbai	58.75
57570	Sachin_Tendulkar	14533	India	58.25
19159283	Seoul	46445426	Samsung_Electronics	57.5
18622049	James_Earl_Jones	5792809	Angelina_Jolie	57.5
17867	London	40362480	Communist_Party_of_Great_Britain	57.0
581172	BBC_Worldwide	891158	Condé_Nast	56.8
18426501	Harvard_University	10602335	IIT_Delhi	56.0
12209	Gene_Kelly	875053	American_Ballet_Theatre	56.0
4790115	White_House_Correspondents'_Association	891158	Condé_Nast	55.75
19058	Munich	21209639	Danube	55.25
11625	Fyodor_Dostoevsky	8910	Dean_Koontz	54.75
17888	Leon_Trotsky	22413	Oliver_Cromwell	54.4
12067	Ghana	5843419	France	54.0
230962	Museo_del_Prado	4443	Barcelona	53.6
16095	Jimi_Hendrix	39753	John_Philip_Sousa	52.6
38965	Cary_Grant	19008577	William_Shatner	52.5
77880	Zinedine_Zidane	357488	Paris_Saint-Germain_F.C.	52.5
31717	United_Kingdom	187749	Ethiopia	52.25
44361	Congo_River	21383	Nigeria	51.0
26328	Royal_Australian_Air_Force	399294	Cayman_Airways	50.75
1392092	Italian_Army	37527	Alfa_Romeo	50.5
33265	Winston_Churchill	581172	BBC_Worldwide	50.4
15924	Julius_Caesar	14532	Italy	50.25
31717	United_Kingdom	3455	Barbados	50.25
5122699	John_Kerry	5058628	Dick_Cheney	50.0
25458	Rome	169351	Mount_Etna	50.0
265586	Jeremy_Clarkson	581172	BBC_Worldwide	49.8
12537	Guangzhou	85232	Lagos	49.8
13076	Gordon_Brown	54533	Lyndon_B._Johnson	49.6
19698439	Oxfam	4345474	American_Red_Cross	49.5
2447	Anton_Chekhov	22614	Oscar_Wilde	49.4
26458	Rosa_Parks	25624937	NAACP	49.4
15924	Julius_Caesar	90050	Nefertiti	49.25
37756	Delhi	1019722	Indian_Space_Research_Organisation	49.0
11983273	Aishwarya_Rai_Bachchan	129218	Screen_Actors_Guild	48.8
19189	Mumbai	27318	Singapore	48.6
22537	Odysseus	12418604	Mount_Olympus	48.5
10672	Frank_Zappa	1485905	The_Mothers_of_Invention	48.25
187749	Ethiopia	22278	Ottoman_Empire	48.25
3186173	Cornell_University_Press	248437	University_of_Massachusetts_Amherst	48.2
16095	Jimi_Hendrix	158879	George_Carlin	47.75
9316	England	18947898	Amnesty_International	47.75
53316	Palace_of_Versailles	69123	Forbidden_City	47.0
287713	United_States_Olympic_&_Paralympic_Committee	93729	World_Boxing_Organization	46.5
26748	Switzerland	172185	World_Economic_Forum	46.25
16743	Karl_Marx	69680	Kurdistan_Workers'_Party	45.6
12058019	Hungarian_Natural_History_Museum	36787	Budapest	44.8
22278	Ottoman_Empire	25391	Russia	44.75
21492751	Nelson_Mandela	2503	African_National_Congress	44.0
24217897	Mughal_Empire	14653	Iran	43.5
17914	Ludwig_van_Beethoven	3354	Berlin	43.5
284379	Cirque_du_Soleil	440878	New_York_City_Ballet	43.5
44240	Catherine_the_Great	22680	Oda_Nobunaga	43.0
32152	Ural_Mountains	325953	Pearl_River_(China)	42.2
15924	Julius_Caesar	26984	Sophocles	42.0
418944	Glenn_Beck	70101	National_Rifle_Association	42.0
31577	Tallinn	19004	Moscow	42.0
352699	Shah_Rukh_Khan	408368	New_Line_Cinema	41.6
42179	Mount_Everest	1037672	Grand_Teton	41.0
40379651	IBM	93825	Monsanto	40.8
265949	Qianlong_Emperor	54386	Philip_II_of_Spain	40.4
47905	Kolkata	9602	Edinburgh	40.2
10707	Fiji	30188	Tunisia	40.2
19985712	Small_Business_Administration	18173	List_of_libertarian_political_parties	39.25
25391	Russia	32908	Warsaw	38.5
3458	Belize	23033	Portugal	38.0
44634	Tennessee_Williams	8300	Doris_Day	37.75
93825	Monsanto	1907657	Dupont	37.25
307	Abraham_Lincoln	11914121	Rand_Paul	37.25
14984	International_Atomic_Energy_Agency	31956	United_Nations_Security_Council	36.8
19058	Munich	340454	Leipzig_University	36.25
13275	Hungary	737	Afghanistan	36.0
469729	New_York_Mercantile_Exchange	48906	People's_Bank_of_China	35.5
15872	J._R._R._Tolkien	18598186	Stan_Lee	35.4
64962	Fred_Astaire	4802982	Ballets_Russes	35.2
36487	Sparta	229765	Vatican_Museums	35.2
17123	Karachi	585629	Kyiv	34.75
6293	Cairo	7515928	Iraq	34.6
11015252	Vladimir_Lenin	89659	Aeroflot	34.2
70718	Ivan_the_Terrible	31853	Uzbekistan	33.8
63639	Volga	3010721	Soviet_Armed_Forces	33.6
12537	Guangzhou	48906	People's_Bank_of_China	33.5
3395	Gautama_Buddha	56615	Bangkok	33.4
32152	Ural_Mountains	63639	Volga	33.25
15852	John_Lennon	352699	Shah_Rukh_Khan	33.25
287713	United_States_Olympic_&_Paralympic_Committee	72879	Toronto_Raptors	33.2
5884	Charles_Dickens	227696	Luciano_Pavarotti	33.0
9288	Elvis_Presley	64673	Bruce_Willis	33.0
5422144	Taylor_Swift	1485905	The_Mothers_of_Invention	32.25
22614	Oscar_Wilde	31717	United_Kingdom	31.5
5950	Columbus,_Ohio	69894	Wales	31.4
41188263	Madrid	37527	Alfa_Romeo	31.2
381075	Moscow_Kremlin	22278	Ottoman_Empire	31.2
1602349	University_of_the_Punjab	343949	Indian_Army	31.0
2346975	Ban_Ki-moon	19698110	UNICEF	31.0
21939	National_Security_Agency	512737	German_Army	30.4
33873	World_Trade_Organization	58236	United_States_Department_of_Homeland_Security	30.2
21139	North_America	778188	Conagra_Brands	30.0
1339400	Federal_Highway_Administration	450053	Habitat_for_Humanity	30.0
5058739	Sweden	3391396	Istanbul	29.6
645042	New_York_City	37988	United_States_National_Guard	29.4
17546	Louvre	340454	Leipzig_University	29.0
18603746	Beijing	15147	International_Olympic_Committee	29.0
3747	Bill_Gates	18701436	Tumblr	28.8
31956	United_Nations_Security_Council	172185	World_Economic_Forum	28.6
72895	Phoenix_Suns	93729	World_Boxing_Organization	28.4
9906294	Johann_Sebastian_Bach	55866	Vienna	28.25
20405	Miles_Davis	53404	Frank_Gehry	28.2
158454	Dale_Earnhardt_Jr.	18271	Lamborghini	28.2
265949	Qianlong_Emperor	60827	Cleopatra	27.75
11225	Ferrari	68187	FC_Barcelona	27.75
33873	World_Trade_Organization	67704	London_School_of_Economics	27.75
381075	Moscow_Kremlin	4790115	White_House_Correspondents'_Association	27.4
21241	Norway	17867	London	27.0
418944	Glenn_Beck	43715	John_McCain	27.0
2480627	McDonald's	40379651	IBM	26.75
11625	Fyodor_Dostoevsky	55866	Vienna	26.6
172326	FC_Bayern_Munich	349679	Technical_University_of_Munich	26.6
3932850	Spanish_Armed_Forces	58236	United_States_Department_of_Homeland_Security	26.4
231156	Richard_Pryor	31341	Tupac_Shakur	26.25
381075	Moscow_Kremlin	15147	International_Olympic_Committee	26.25
21566	Noam_Chomsky	479944	Alcoa	26.0
52627	Antonio_Banderas	68187	FC_Barcelona	25.8
17546	Louvre	357488	Paris_Saint-Germain_F.C.	25.75
4689264	Australia	17515	Luxembourg	25.75
33265	Winston_Churchill	21209639	Danube	25.75
307	Abraham_Lincoln	1950	American_Civil_Liberties_Union	25.6
339	Ayn_Rand	15641	Joseph_Stalin	25.6
3434750	United_States	335244	Goldman_Sachs	25.6
30172853	Nicholas_II_of_Russia	10979	Franklin_D._Roosevelt	25.4
534366	Barack_Obama	31956	United_Nations_Security_Council	24.6
534366	Barack_Obama	282752	National_Endowment_for_the_Arts	24.6
22989	Paris	12537	Guangzhou	24.5
4497	Bugatti	18933266	Boeing	24.2
49031	River_Thames	48093	Carnegie_Mellon_University	24.0
100254	Arjuna	17123	Karachi	24.0
241636	Cao_Cao	17867	London	24.0
875053	American_Ballet_Theatre	60706	National_Collegiate_Athletic_Association	23.8
22614	Oscar_Wilde	22989	Paris	23.6
1022756	James_Patterson	753103	Chicago_Police_Department	23.25
5058628	Dick_Cheney	14653	Iran	23.0
3301347	Tony_Blair	17546	Louvre	23.0
1022756	James_Patterson	5042916	Canada	22.75
3414021	George_W._Bush	287713	United_States_Olympic_&_Paralympic_Committee	22.75
13919	Hezbollah	1753136	University_of_Hamburg	22.6
3970	British_Airways	31797	University_of_Oxford	22.5
31717	United_Kingdom	357488	Paris_Saint-Germain_F.C.	22.5
377295	AmeriCorps	5582215	Child_protective_services	22.25
444222	Narendra_Modi	1019722	Indian_Space_Research_Organisation	22.25
10221	Euphrates	18987	Mexico_City	22.2
22621	Oceania	26769	South_America	22.0
20076	Martin_Luther_King_Jr.	736	Albert_Einstein	21.75
3354	Berlin	9474	European_Central_Bank	21.75
55866	Vienna	18271	Lamborghini	21.75
36787	Budapest	27643	Shanghai	21.25
17675	Lithuania	190903	Royal_New_Zealand_Air_Force	21.0
43356	Tiger_Woods	186853	United_States_Soccer_Federation	21.0
36787	Budapest	286162	Romanian_Academy	21.0
172326	FC_Bayern_Munich	512737	German_Army	21.0
172185	World_Economic_Forum	40362480	Communist_Party_of_Great_Britain	21.0
222417	A._R._Rahman	47905	Kolkata	20.8
1216	Athens	287713	United_States_Olympic_&_Paralympic_Committee	20.6
7977772	Dilma_Rousseff	5222	Colombia	20.6
313870	Mount_Ararat	606848	Catholic_Church	20.25
170409	Colin_Firth	13041163	Adele	20.25
21255	North_Korea	23440	Philippines	19.75
37966	Himalayas	18959138	Antarctica	19.75
25391	Russia	21939	National_Security_Agency	19.6
3434750	United_States	69123	Forbidden_City	19.6
46817	Mount_Vesuvius	27643	Shanghai	19.5
419342	David_Cameron	197867	London_Stock_Exchange	19.5
19004	Moscow	512737	German_Army	19.25
93729	World_Boxing_Organization	26328	Royal_Australian_Air_Force	19.25
200414	Boston_Pops_Orchestra	248437	University_of_Massachusetts_Amherst	19.0
44361	Congo_River	365927	Mount_Kenya	18.8
16027	J._K._Rowling	736	Albert_Einstein	18.4
5405	China	287713	United_States_Olympic_&_Paralympic_Committee	18.25
3747	Bill_Gates	16027	J._K._Rowling	18.0
33873	World_Trade_Organization	970755	LinkedIn	18.0
32897	William_Shakespeare	9602	Edinburgh	18.0
31956	United_Nations_Security_Council	18949836	Electronic_Frontier_Foundation	17.6
16027	J._K._Rowling	16808	King_Arthur	17.6
20455	Michael_Jordan	27660	Seattle_Mariners	17.5
32897	William_Shakespeare	156257	London_Symphony_Orchestra	17.5
211518	Warren_Buffett	15251	International_Monetary_Fund	17.0
11125639	Turkey	635790	United_Nations_Human_Rights_Council	17.0
166959	Matt_Damon	282752	National_Endowment_for_the_Arts	17.0
18949836	Electronic_Frontier_Foundation	1092923	Google	16.8
18553	Louis_XIV	4497	Bugatti	16.75
14531	Iceland	31956	United_Nations_Security_Council	16.75
21244	Nile	358	Algeria	16.5
5058628	Dick_Cheney	1339400	Federal_Highway_Administration	16.5
11983273	Aishwarya_Rai_Bachchan	27660	Seattle_Mariners	16.5
581172	BBC_Worldwide	298602	Leicester_City_F.C.	16.5
25978572	University_of_Cambridge	2174	Arsenal_F.C.	16.2
5042481	Cuba	34820805	Yandang_Mountains	16.0
11638	Francis_of_Assisi	18947898	Amnesty_International	16.0
16339	Johannes_Brahms	60192	Bruce_Springsteen	16.0
33422	Wayne_Gretzky	27660	Seattle_Mariners	15.75
26909	Silvio_Berlusconi	26769	South_America	15.6
18933266	Boeing	1092923	Google	15.5
19159283	Seoul	17238590	Eritrea	15.5
31717	United_Kingdom	61768	Mount_Sinai	15.4
6933101	Kevin_Durant	5132	Charlize_Theron	15.4
26984	Sophocles	17546	Louvre	15.25
31259	Tigris	70896	United_States_Department_of_Agriculture	15.25
142298	Trinity_College_Dublin	197867	London_Stock_Exchange	15.0
4637590	Bob_Dylan	18110	Los_Angeles	15.0
90050	Nefertiti	2346975	Ban_Ki-moon	14.8
170691	Peru	37966	Himalayas	14.75
645042	New_York_City	197867	London_Stock_Exchange	14.75
127657	Mark_Rothko	97733	Lufthansa	14.75
180542	Himeji_Castle	61603	Gondor	14.75
11914121	Rand_Paul	468224	Catskill_Mountains	14.5
49031	River_Thames	165813	Manchester_City_F.C.	14.5
19301	Mozambique	374544	Moscow_State_University	14.4
5122699	John_Kerry	12731	George_Harrison	14.4
49031	River_Thames	581172	BBC_Worldwide	14.25
19763	Martin_Van_Buren	12153654	Elizabeth_II	14.25
5042916	Canada	3970	British_Airways	14.2
77363	Oedipus	154099	Kim_Jong-il	14.2
26954	Stephen_King	18581242	Target_Corporation	14.0
3356	Bill_Clinton	18987	Mexico_City	14.0
18426501	Harvard_University	335244	Goldman_Sachs	13.75
3414021	George_W._Bush	34273	Yale_University	13.6
534366	Barack_Obama	24363836	Bric	13.5
5042916	Canada	33873	World_Trade_Organization	13.4
154099	Kim_Jong-il	72595	Tsinghua_University	13.25
16743	Karl_Marx	180542	Himeji_Castle	13.25
77363	Oedipus	36487	Sparta	13.2
16027	J._K._Rowling	10672	Frank_Zappa	12.8
213163	Gary_Oldman	18110	Los_Angeles	12.8
12153654	Elizabeth_II	4790115	White_House_Correspondents'_Association	12.8
365927	Mount_Kenya	85232	Lagos	12.8
22680	Oda_Nobunaga	180542	Himeji_Castle	12.8
33265	Winston_Churchill	171166	Nepal	12.6
60706	National_Collegiate_Athletic_Association	223373	National_Labor_Relations_Board	12.6
142715	Emirates_(airline)	156879	Spanish_Navy	12.6
60706	National_Collegiate_Athletic_Association	1430270	Delhi_University	12.5
460349	Ralph_Lauren	8133	Dalai_Lama	12.25
148784	Queen_Latifah	18701436	Tumblr	12.25
4637590	Bob_Dylan	3301347	Tony_Blair	12.25
14984	International_Atomic_Energy_Agency	159999	University_of_Tehran	12.25
38965	Cary_Grant	645042	New_York_City	12.25
229765	Vatican_Museums	11125639	Turkey	12.25
30057	Tokyo	180968	Colorado_River	12.0
3414021	George_W._Bush	22997	Panama	12.0
2150841	Lionel_Messi	54386	Philip_II_of_Spain	12.0
3329087	Virgin_Media	31797	University_of_Oxford	12.0
16275	Jakarta	3383	Brazil	11.8
15825	John_Steinbeck	77880	Zinedine_Zidane	11.8
72811	Zhang_Ziyi	170326	Universal_Pictures	11.75
158454	Dale_Earnhardt_Jr.	21139	North_America	11.75
211271	Bogotá	146720	Drug_Enforcement_Administration	11.75
17349325	United_States_Marine_Corps	479944	Alcoa	11.75
19698439	Oxfam	7955325	University_of_Toronto	11.6
54403	Dizzy_Gillespie	5043192	Hillary_Clinton	11.5
17914	Ludwig_van_Beethoven	14532	Italy	11.5
6260	Claude_Debussy	9316	England	11.4
90050	Nefertiti	7515849	Syria	11.25
39177668	RZA	200414	Boston_Pops_Orchestra	11.25
26909	Silvio_Berlusconi	31975	United_States_Department_of_State	11.25
61999	Danielle_Steel	158454	Dale_Earnhardt_Jr.	11.2
23033	Portugal	10363	European_Space_Agency	11.0
9428	Ernest_Hemingway	19127	Mali	11.0
57445	Thurgood_Marshall	2150841	Lionel_Messi	11.0
4913064	New_Zealand	97733	Lufthansa	10.8
3301347	Tony_Blair	22997	Panama	10.8
3383	Brazil	68187	FC_Barcelona	10.75
37756	Delhi	469729	New_York_Mercantile_Exchange	10.5
12153654	Elizabeth_II	18959138	Antarctica	10.5
18959138	Antarctica	58666	United_States_Environmental_Protection_Agency	10.5
534366	Barack_Obama	9239	Europe	10.5
195809	PayPal	67704	London_School_of_Economics	10.4
175855	Karl_Lagerfeld	17566665	Lord_Byron	10.4
47923	Queen_Victoria	22989	Paris	10.25
15924	Julius_Caesar	26964606	Austria	10.25
356167	Stone_Cold_Steve_Austin	165813	Manchester_City_F.C.	10.2
3992	Bram_Stoker	22989	Paris	10.0
37527	Alfa_Romeo	68187	FC_Barcelona	9.8
26909	Silvio_Berlusconi	42622	European_Court_of_Human_Rights	9.8
10363	European_Space_Agency	3186173	Cornell_University_Press	9.75
450053	Habitat_for_Humanity	256913	Qualcomm	9.75
3356	Bill_Clinton	19985712	Small_Business_Administration	9.75
19260	Moldova	15049	Indianapolis_Colts	9.5
14187	Henry_VIII	26328	Royal_Australian_Air_Force	9.4
15992	Jimmy_Carter	381075	Moscow_Kremlin	9.4
5042916	Canada	1950	American_Civil_Liberties_Union	9.25
15992	Jimmy_Carter	19985712	Small_Business_Administration	9.0
3354	Berlin	31800	University_of_Oslo	9.0
19159283	Seoul	61768	Mount_Sinai	9.0
30172853	Nicholas_II_of_Russia	30108	Tajikistan	9.0
15782	Jane_Austen	3970	British_Airways	8.8
8133	Dalai_Lama	44634	Tennessee_Williams	8.75
30172853	Nicholas_II_of_Russia	9549	Edgar_Allan_Poe	8.6
18110	Los_Angeles	60706	National_Collegiate_Athletic_Association	8.5
25523	Richard_Feynman	159999	University_of_Tehran	8.4
1672146	David_Tennant	167785	Royal_Shakespeare_Company	8.25
75434	Mauretania	23408844	St._Louis_Cardinals	8.25
57445	Thurgood_Marshall	58666	United_States_Environmental_Protection_Agency	8.2
26769	South_America	3932850	Spanish_Armed_Forces	8.2
17566665	Lord_Byron	63747	Muhammad_Ali	8.2
1907657	Dupont	54178	Miller_Brewing_Company	8.0
55866	Vienna	512737	German_Army	8.0
25677653	Indonesia_Museum	36487	Sparta	8.0
4689264	Australia	53316	Palace_of_Versailles	8.0
27308	Sierra_Leone	39569	University_of_Glasgow	8.0
46817	Mount_Vesuvius	21255	North_Korea	7.8
200734	Bell_hooks	282752	National_Endowment_for_the_Arts	7.75
72671	Angela_Merkel	3434750	United_States	7.75
19159283	Seoul	17546	Louvre	7.7
18110	Los_Angeles	325953	Pearl_River_(China)	7.6
16095	Jimi_Hendrix	5792809	Angelina_Jolie	7.5
160843	Mayo_Clinic	2480627	McDonald's	7.5
70718	Ivan_the_Terrible	158879	George_Carlin	7.4
462535	Blue_Ridge_Mountains	7473	Chelsea_F.C.	7.25
169351	Mount_Etna	37527	Alfa_Romeo	7.25
25458	Rome	18564164	Mercedes-Benz	7.25
180542	Himeji_Castle	10221	Euphrates	7.25
2480627	McDonald's	309668	Dow_Chemical_Company	7.0
62028	CNN	14984	International_Atomic_Energy_Agency	7.0
403355	Indian_Air_Force	440878	New_York_City_Ballet	6.8
75847	Nikolai_Rimsky-Korsakov	220007	Social_Security_Administration	6.8
20405	Miles_Davis	19579	Mississippi_River	6.8
18987	Mexico_City	156879	Spanish_Navy	6.8
335195	Stephen_Colbert	58666	United_States_Environmental_Protection_Agency	6.75
5422144	Taylor_Swift	7529378	Facebook	6.75
190995	Martha_Stewart	3395	Gautama_Buddha	6.75
3747	Bill_Gates	309668	Dow_Chemical_Company	6.6
462535	Blue_Ridge_Mountains	62028	CNN	6.4
69880	Napoleon	8060	Dominican_Republic	6.2
5334607	Africa	1392092	Italian_Army	6.0
169351	Mount_Etna	223373	National_Labor_Relations_Board	6.0
34820805	Yandang_Mountains	66890	People's_Liberation_Army	6.0
213163	Gary_Oldman	16433	Rumi	6.0
61999	Danielle_Steel	17675	Lithuania	6.0
18603746	Beijing	42622	European_Court_of_Human_Rights	6.0
339841	Tom_Brady	69123	Forbidden_City	5.8
377295	AmeriCorps	39569	University_of_Glasgow	5.8
581673	American_Heart_Association	1092923	Google	5.8
70896	United_States_Department_of_Agriculture	200414	Boston_Pops_Orchestra	5.8
51585	New_Delhi	17791	Liberia	5.75
307	Abraham_Lincoln	689	Asia	5.75
154099	Kim_Jong-il	15147	International_Olympic_Committee	5.75
1039933	Magnus_V_of_Norway	25832	Ringo_Starr	5.6
13467	Hamburg	7955325	University_of_Toronto	5.6
872	Akira_Kurosawa	241880	LA_Galaxy	5.5
2447	Anton_Chekhov	230962	Museo_del_Prado	5.5
6293	Cairo	284379	Cirque_du_Soleil	5.5
2150841	Lionel_Messi	738	Albania	5.5
23275	Pythagoras	26977	Stanford_University	5.4
649484	Rosario_Dawson	5042481	Cuba	5.4
9602	Edinburgh	10363	European_Space_Agency	5.4
18553	Louis_XIV	19579	Mississippi_River	5.4
19985712	Small_Business_Administration	148401	Vienna_Philharmonic	5.25
534366	Barack_Obama	5422144	Taylor_Swift	5.25
41601584	Hammurabi_I	1095706	Jesus	5.0
2421391	Bhutan	69123	Forbidden_City	5.0
41601584	Hammurabi_I	7515849	Syria	5.0
27643	Shanghai	18933266	Boeing	5.0
241636	Cao_Cao	3395	Gautama_Buddha	5.0
14653	Iran	49031	River_Thames	5.0
