source_pid	source_ptitle	target_pid	target_ptitle	mean_score
3800997	Charles_Dickens	149500	Luciano_Pavarotti	33.0
22936	Elvis_Presley	227577	Bruce_Willis	33.0
1544618	Taylor_Swift	4785551	The_Mothers_of_Invention	32.25
4222	Oscar_Wilde	6647	Wielka_Brytania	31.5
91752	Columbus	6765	Walia	31.4
3726	Madryt	32242	Alfa_Romeo	31.2
663262	Kreml_moskiewski	87527	Imperium_Osmańskie	31.2
4675325	University_of_the_Punjab	2736258	Indian_Army	31.0
666776	Ban_Ki-moon	18724	Fundusz_Narodów_Zjednoczonych_na_rzecz_Dzieci	31.0
55544	National_Security_Agency	3009299	Heer	30.4
55511	Światowa_Organizacja_Handlu	84276	Departament_Bezpieczeństwa_Krajowego_Stanów_Zjednoczonych	30.2
100	Ameryka_Północna	5020845	Conagra_Brands	30.0
5530	Szwecja	195714	Stambuł	29.6
67975	Luwr	1057562	Uniwersytet_w_Lipsku	29.0
24083	Pekin	174684	Międzynarodowy_Komitet_Olimpijski	29.0
569	Bill_Gates	2219097	Tumblr	28.8
35653	Rada_Bezpieczeństwa_Organizacji_Narodów_Zjednoczonych	33411	Światowe_Forum_Ekonomiczne	28.6
337621	Phoenix_Suns	284432	World_Boxing_Organization	28.4
2703	Johann_Sebastian_Bach	6780	Wiedeń	28.25
3605	Miles_Davis	240063	Frank_Gehry	28.2
4146490	Dale_Earnhardt_Jr.	33577	Lamborghini	28.2
1632687	Qianlong	31733	Kleopatra	27.75
31732	Ferrari	84303	FC_Barcelona	27.75
55511	Światowa_Organizacja_Handlu	96051	London_School_of_Economics	27.75
4028	Norwegia	3342	Londyn	27.0
87284	McDonald’s	2392	IBM	26.75
644382	Fiodor_Dostojewski	6780	Wiedeń	26.6
28817	Bayern_Monachium	425674	Uniwersytet_Techniczny_w_Monachium	26.6
470660	Siły_Zbrojne_Hiszpanii	84276	Departament_Bezpieczeństwa_Krajowego_Stanów_Zjednoczonych	26.4
314954	Richard_Pryor	65650	Tupac_Shakur	26.25
663262	Kreml_moskiewski	174684	Międzynarodowy_Komitet_Olimpijski	26.25
45240	Noam_Chomsky	1370231	Alcoa	26.0
246086	Antonio_Banderas	84303	FC_Barcelona	25.8
67975	Luwr	201119	Paris_Saint-Germain_F.C.	25.75
156	Australia	1807654	Luksemburg	25.75
14088	Abraham_Lincoln	2500165	American_Civil_Liberties_Union	25.6
71152	Ayn_Rand	2620	Józef_Stalin	25.6
5603	Stany_Zjednoczone	1036568	Goldman_Sachs	25.6
27016	Mikołaj_II_Romanow	12577	Franklin_Delano_Roosevelt	25.4
688277	Barack_Obama	35653	Rada_Bezpieczeństwa_Organizacji_Narodów_Zjednoczonych	24.6
688277	Barack_Obama	2860079	National_Endowment_for_the_Arts	24.6
1807644	Paryż	40514	Kanton_(Chiny)	24.5
11187	Tamiza	1160795	Carnegie_Mellon_University	24.0
157570	Ardźuna	115708	Karaczi	24.0
1524656	Cao_Cao	3342	Londyn	24.0
4222	Oscar_Wilde	1807644	Paryż	23.6
87565	Dick_Cheney	17496	Iran	23.0
67913	Tony_Blair	67975	Luwr	23.0
597834	James_Patterson	2930	Kanada	22.75
16287	Hezbollah	4801383	Uniwersytet_Hamburski	22.6
59556	British_Airways	50930	Uniwersytet_Oksfordzki	22.5
6647	Wielka_Brytania	201119	Paris_Saint-Germain_F.C.	22.5
3165859	Narendra_Modi	1568502	Indyjska_Organizacja_Badań_Kosmicznych	22.25
14294	Eufrat	9575	Meksyk_(miasto)	22.2
150051	Australia_i_Oceania	108	Ameryka_Południowa	22.0
9782	Martin_Luther_King	126	Albert_Einstein	21.75
551	Berlin	1378	Europejski_Bank_Centralny	21.75
6780	Wiedeń	33577	Lamborghini	21.75
9295	Budapeszt	24136	Szanghaj	21.25
44877	Litwa	3070714	Royal_New_Zealand_Air_Force	21.0
9295	Budapeszt	553499	Academia_Română	21.0
28817	Bayern_Monachium	3009299	Heer	21.0
33411	Światowe_Forum_Ekonomiczne	2681180	Komunistyczna_Partia_Wielkiej_Brytanii	21.0
964627	A.R._Rahman	42607	Kolkata	20.8
1327354	Dilma_Rousseff	15569	Kolumbia	20.6
96019	Ararat	1762343	Kościół_katolicki	20.25
345350	Colin_Firth	1333749	Adele	20.25
15434	Korea_Północna	9472	Filipiny	19.75
50169	Himalaje	10968	Antarktyda	19.75
45272	Rosja	55544	National_Security_Agency	19.6
5603	Stany_Zjednoczone	74254	Zakazane_Miasto	19.6
88466	Wezuwiusz	24136	Szanghaj	19.5
427410	David_Cameron	191080	London_Stock_Exchange	19.5
3875	Moskwa	3009299	Heer	19.25
284432	World_Boxing_Organization	510326	Royal_Australian_Air_Force	19.25
82423	Kongo_(rzeka)	634658	Kenia_(góra)	18.8
8463	J.K._Rowling	126	Albert_Einstein	18.4
569	Bill_Gates	8463	J.K._Rowling	18.0
55511	Światowa_Organizacja_Handlu	2588949	LinkedIn	18.0
18737	William_Shakespeare	34135	Edynburg	18.0
35653	Rada_Bezpieczeństwa_Organizacji_Narodów_Zjednoczonych	1369	Electronic_Frontier_Foundation	17.6
8463	J.K._Rowling	27917	Król_Artur	17.6
129346	Michael_Jordan	844845	Seattle_Mariners	17.5
18737	William_Shakespeare	1285886	London_Symphony_Orchestra	17.5
320110	Warren_Buffett	53549	Międzynarodowy_Fundusz_Walutowy	17.0
6152	Turcja	1175560	Rada_Praw_Człowieka_ONZ	17.0
334904	Matt_Damon	2860079	National_Endowment_for_the_Arts	17.0
1369	Electronic_Frontier_Foundation	122531	Google	16.8
2318	Islandia	35653	Rada_Bezpieczeństwa_Organizacji_Narodów_Zjednoczonych	16.75
14606	Nil	9259	Algieria	16.5
334866	Aishwarya_Rai	844845	Seattle_Mariners	16.5
1266202	BBC_Worldwide	484287	Leicester_City_F.C.	16.5
50898	University_of_Cambridge	123598	Arsenal_F.C.	16.2
33153	Franciszek_z_Asyżu	377	Amnesty_International	16.0
2704	Johannes_Brahms	23019	Bruce_Springsteen	16.0
255486	Wayne_Gretzky	844845	Seattle_Mariners	15.75
45826	Silvio_Berlusconi	108	Ameryka_Południowa	15.6
70320	Boeing	122531	Google	15.5
9578	Seul	76378	Erytrea	15.5
6647	Wielka_Brytania	97814	Synaj_(góra)	15.4
994740	Kevin_Durant	62818	Charlize_Theron	15.4
5672	Sofokles	67975	Luwr	15.25
14295	Tygrys_(rzeka)	1614678	Departament_Rolnictwa_Stanów_Zjednoczonych	15.25
1499388	Kolegium_Trójcy_Świętej_w_Dublinie	191080	London_Stock_Exchange	15.0
23000	Bob_Dylan	9571	Los_Angeles	15.0
25469	Nefertiti	666776	Ban_Ki-moon	14.8
4554	Peru	50169	Himalaje	14.75
10842	Nowy_Jork	191080	London_Stock_Exchange	14.75
69191	Mark_Rothko	177476	Lufthansa	14.75
405603	Zamek_Himeji	3318582	Gondor	14.75
2143198	Rand_Paul	4657407	Catskill_(góry)	14.5
11187	Tamiza	132271	Manchester_City_F.C.	14.5
73000	Mozambik	313008	Moskiewski_Uniwersytet_Państwowy_im._M.W._Łomonosowa	14.4
45305	John_Kerry	22590	George_Harrison	14.4
11187	Tamiza	1266202	BBC_Worldwide	14.25
12216	Martin_Van_Buren	40351	Elżbieta_II	14.25
2930	Kanada	59556	British_Airways	14.2
12380	Edyp	58590	Kim_Dzong_Il	14.2
92097	Stephen_King	1461585	Target_Corporation	14.0
57015	Bill_Clinton	9575	Meksyk_(miasto)	14.0
12479	Uniwersytet_Harvarda	1036568	Goldman_Sachs	13.75
1749	George_W._Bush	87363	Uniwersytet_Yale	13.6
2930	Kanada	55511	Światowa_Organizacja_Handlu	13.4
58590	Kim_Dzong_Il	3330773	Uniwersytet_Tsinghua	13.25
8887	Karl_Marx	405603	Zamek_Himeji	13.25
12380	Edyp	4372822	Sparta_(polis)	13.2
8463	J.K._Rowling	42441	Frank_Zappa	12.8
203141	Gary_Oldman	9571	Los_Angeles	12.8
634658	Kenia_(góra)	57470	Lagos	12.8
118284	Nobunaga_Oda	405603	Zamek_Himeji	12.8
828466	Emirates	2490179	Armada_Española	12.6
770106	National_Collegiate_Athletic_Association	3931029	Uniwersytet_w_Delhi	12.5
543668	Ralph_Lauren	74453	Dalajlama	12.25
637627	Queen_Latifah	2219097	Tumblr	12.25
23000	Bob_Dylan	67913	Tony_Blair	12.25
268711	Międzynarodowa_Agencja_Energii_Atomowej	3378667	Uniwersytet_Teherański	12.25
978469	Cary_Grant	10842	Nowy_Jork	12.25
95897	Muzea_Watykańskie	6152	Turcja	12.25
10005	Tokio	275925	Kolorado_(rzeka)	12.0
1749	George_W._Bush	1807650	Panama	12.0
254945	Lionel_Messi	46141	Filip_II_Habsburg	12.0
1395984	Virgin_Media	50930	Uniwersytet_Oksfordzki	12.0
57471	Dżakarta	498	Brazylia	11.8
2456	John_Steinbeck	127527	Zinédine_Zidane	11.8
72957	Zhang_Ziyi	1930319	Universal_Studios_Entertainment	11.75
4146490	Dale_Earnhardt_Jr.	100	Ameryka_Północna	11.75
64071	Bogota	584742	Drug_Enforcement_Administration	11.75
77299	United_States_Marine_Corps	1370231	Alcoa	11.75
4423	Oxfam	84176	University_of_Toronto	11.6
93665	Dizzy_Gillespie	89827	Hillary_Clinton	11.5
3489	Ludwig_van_Beethoven	44915	Włochy	11.5
20024	Claude_Debussy	44834	Anglia	11.4
25469	Nefertiti	10843	Syria	11.25
45826	Silvio_Berlusconi	589228	Departament_Stanu_Stanów_Zjednoczonych	11.25
131479	Danielle_Steel	4146490	Dale_Earnhardt_Jr.	11.2
4555	Portugalia	43499	Europejska_Agencja_Kosmiczna	11.0
1396	Ernest_Hemingway	10256	Mali	11.0
89339	Thurgood_Marshall	254945	Lionel_Messi	11.0
10844	Nowa_Zelandia	177476	Lufthansa	10.8
67913	Tony_Blair	1807650	Panama	10.8
498	Brazylia	84303	FC_Barcelona	10.75
40351	Elżbieta_II	10968	Antarktyda	10.5
10968	Antarktyda	1131589	Environmental_Protection_Agency	10.5
688277	Barack_Obama	44854	Europa	10.5
151435	PayPal	96051	London_School_of_Economics	10.4
607269	Karl_Lagerfeld	82469	George_Gordon_Byron	10.4
40340	Wiktoria_Hanowerska	1807644	Paryż	10.25
1833	Gajusz_Juliusz_Cezar	60	Austria	10.25
1647006	Stone_Cold_Steve_Austin	132271	Manchester_City_F.C.	10.2
42003	Bram_Stoker	1807644	Paryż	10.0
32242	Alfa_Romeo	84303	FC_Barcelona	9.8
45826	Silvio_Berlusconi	73202	Europejski_Trybunał_Praw_Człowieka	9.8
46161	Habitat_for_Humanity	283929	Qualcomm	9.75
3595	Mołdawia	813533	Indianapolis_Colts	9.5
40123	Henryk_VIII_Tudor	510326	Royal_Australian_Air_Force	9.4
58153	Jimmy_Carter	663262	Kreml_moskiewski	9.4
2930	Kanada	2500165	American_Civil_Liberties_Union	9.25
551	Berlin	123953	Uniwersytet_w_Oslo	9.0
9578	Seul	97814	Synaj_(góra)	9.0
27016	Mikołaj_II_Romanow	73445	Tadżykistan	9.0
74269	Jane_Austen	59556	British_Airways	8.8
74453	Dalajlama	416531	Tennessee_Williams	8.75
27016	Mikołaj_II_Romanow	35462	Edgar_Allan_Poe	8.6
9571	Los_Angeles	770106	National_Collegiate_Athletic_Association	8.5
5245	Richard_Feynman	3378667	Uniwersytet_Teherański	8.4
590048	David_Tennant	2728297	Royal_Shakespeare_Company	8.25
651010	Mauretania_(prowincja_rzymska)	986099	St._Louis_Cardinals	8.25
89339	Thurgood_Marshall	1131589	Environmental_Protection_Agency	8.2
108	Ameryka_Południowa	470660	Siły_Zbrojne_Hiszpanii	8.2
82469	George_Gordon_Byron	204467	Muhammad_Ali_(amerykański_bokser)	8.2
365579	Dupont	928534	Miller_Brewing_Company	8.0
6780	Wiedeń	3009299	Heer	8.0
156	Australia	186028	Pałac_wersalski	8.0
74845	Sierra_Leone	1262177	University_of_Glasgow	8.0
88466	Wezuwiusz	15434	Korea_Północna	7.8
1612346	Bell_hooks	2860079	National_Endowment_for_the_Arts	7.75
101999	Angela_Merkel	5603	Stany_Zjednoczone	7.75
9578	Seul	67975	Luwr	7.7
9571	Los_Angeles	1658506	Rzeka_Perłowa	7.6
25196	Jimi_Hendrix	117785	Angelina_Jolie	7.5
4283266	Mayo_Clinic	87284	McDonald’s	7.5
110440	Iwan_IV_Groźny	1034054	George_Carlin	7.4
741236	Pasmo_Błękitne	549393	Chelsea_F.C.	7.25
632372	Etna	32242	Alfa_Romeo	7.25
5240	Rzym	35989	Mercedes-Benz	7.25
405603	Zamek_Himeji	14294	Eufrat	7.25
87284	McDonald’s	3942044	Dow_Chemical_Company	7.0
99167	CNN	268711	Międzynarodowa_Agencja_Energii_Atomowej	7.0
2398698	Indyjskie_Siły_Powietrzne	1624563	New_York_City_Ballet	6.8
3605	Miles_Davis	70340	Missisipi_(rzeka)	6.8
9575	Meksyk_(miasto)	2490179	Armada_Española	6.8
799317	Stephen_Colbert	1131589	Environmental_Protection_Agency	6.75
1544618	Taylor_Swift	722829	Facebook	6.75
88074	Martha_Stewart	188180	Budda_Siakjamuni	6.75
569	Bill_Gates	3942044	Dow_Chemical_Company	6.6
741236	Pasmo_Błękitne	99167	CNN	6.4
4191	Napoleon_Bonaparte	1306	Dominikana	6.2
203141	Gary_Oldman	200708	Rumi	6.0
131479	Danielle_Steel	44877	Litwa	6.0
24083	Pekin	73202	Europejski_Trybunał_Praw_Człowieka	6.0
2554086	Tom_Brady_(futbolista)	74254	Zakazane_Miasto	5.8
109179	Nowe_Delhi	38121	Liberia	5.75
14088	Abraham_Lincoln	251	Azja	5.75
58590	Kim_Dzong_Il	174684	Międzynarodowy_Komitet_Olimpijski	5.75
970007	Magnus_V	33965	Ringo_Starr	5.6
9257	Hamburg	84176	University_of_Toronto	5.6
77375	Akira_Kurosawa	773899	Los_Angeles_Galaxy	5.5
63052	Anton_Czechow	18658	Prado	5.5
9360	Kair	177922	Cirque_du_Soleil	5.5
254945	Lionel_Messi	59	Albania	5.5
4475	Pitagoras	91305	Uniwersytet_Stanforda	5.4
938278	Rosario_Dawson	14937	Kuba	5.4
34135	Edynburg	43499	Europejska_Agencja_Kosmiczna	5.4
32101	Ludwik_XIV	70340	Missisipi_(rzeka)	5.4
688277	Barack_Obama	1544618	Taylor_Swift	5.25
2471677	Hammurapi_I	2481	Jezus_Chrystus	5.0
70445	Bhutan	74254	Zakazane_Miasto	5.0
2471677	Hammurapi_I	10843	Syria	5.0
24136	Szanghaj	70320	Boeing	5.0
1524656	Cao_Cao	188180	Budda_Siakjamuni	5.0
17496	Iran	11187	Tamiza	5.0
3489	Ludwig_van_Beethoven	94255	Rosa_Parks	4.8
337621	Phoenix_Suns	5020845	Conagra_Brands	4.8
1766070	Justin_Bieber	5672	Sofokles	4.75
634658	Kenia_(góra)	50930	Uniwersytet_Oksfordzki	4.75
188180	Budda_Siakjamuni	383481	Wzgórze_Watykańskie	4.75
44915	Włochy	2860079	National_Endowment_for_the_Arts	4.6
60009	Cher	73000	Mozambik	4.6
50169	Himalaje	44834	Anglia	4.6
1544618	Taylor_Swift	33577	Lamborghini	4.6
6771	Włodzimierz_Lenin	3342	Londyn	4.5
1749	George_W._Bush	3342	Londyn	4.5
897449	Peter_O’Toole	10842	Nowy_Jork	4.5
47418	Grenlandia	87284	McDonald’s	4.4
44854	Europa	1369	Electronic_Frontier_Foundation	4.25
44829	Alexander_Hamilton	44854	Europa	4.25
341054	Abhishek_Bachchan	4675325	University_of_the_Punjab	4.25
40227	Oliver_Cromwell	1285886	London_Symphony_Orchestra	4.2
188180	Budda_Siakjamuni	21329	Korea_Południowa	4.0
157570	Ardźuna	42441	Frank_Zappa	4.0
1647006	Stone_Cold_Steve_Austin	67584	Fidżi	3.8
540214	Filharmonicy_Wiedeńscy	1266202	BBC_Worldwide	3.75
284432	World_Boxing_Organization	43499	Europejska_Agencja_Kosmiczna	3.75
8887	Karl_Marx	73027	Manchester_United_F.C.	3.6
67913	Tony_Blair	66938	Kamerun	3.5
13419	Serbia	709861	Florida_Panthers	3.4
60795	Konfucjusz	74801	Sobór_watykański_II	3.25
544346	FC_Seoul	2860079	National_Endowment_for_the_Arts	3.2
40340	Wiktoria_Hanowerska	897449	Peter_O’Toole	3.0
851965	Dwayne_Johnson	770106	National_Collegiate_Athletic_Association	3.0
28466	Ronald_Reagan	4657407	Catskill_(góry)	3.0
