source_pid	source_ptitle	target_pid	target_ptitle	mean_score
4854225	Нью-Йорк_Сити_балет	1352669	Лондонский_симфонический_оркестр	61.4
394708	Фред_Астер	1699855	Чэннинг,_Кэрол	61.25
2862	Пуэрто-Рико	638	Соединённые_Штаты_Америки	61.25
53599	Блэр,_Тони	1871	Кеннеди,_Джон_Фицджералд	60.75
71	Москва	75	Волга	60.5
237087	Фердинанд_VII	1075937	Вооружённые_силы_Испании	60.25
1479095	Хан,_Шахрух	2674109	Баччан,_Абхишек	60.0
1318508	Королевские_военно-воздушные_силы_Австралии	173494	Военно-морской_флот_Российской_Федерации	59.8
2773	Куба	34210	Флорида	59.75
44939	Каир	10084	Токио	59.75
22937	Уайльд,_Оскар	4362677	Энджелоу,_Майя	59.75
60388	Большой_каньон	386647	Колорадо_(река)	59.5
65	Италия	273521	Ватиканский_холм	59.4
261478	Чжан_Цзыи	14398	Пекин	59.2
33139	Шекспир,_Уильям	33342	По,_Эдгар_Аллан	59.0
31425	Король_Артур	10342	Англия	58.75
1479095	Хан,_Шахрух	52609	Мумбаи	58.75
5082209	Тендулкар,_Сачин	2798	Индия	58.25
269148	Сеул	125553	Samsung_Electronics	57.5
1603428	Джонс,_Джеймс_Эрл	137662	Джоли,_Анджелина	57.5
88	Лондон	1930404	Коммунистическая_партия_Великобритании_(1920)	57.0
702133	Келли,_Джин	1426364	Американский_театр_балета	56.0
2881	Мюнхен	26198	Дунай	55.25
1456	Достоевский,_Фёдор_Михайлович	9653	Кунц,_Дин	54.75
3027	Троцкий,_Лев_Давидович	54072	Кромвель,_Оливер	54.4
2767	Гана	55	Франция	54.0
48719	Прадо	3286	Барселона	53.6
128054	Хендрикс,_Джими	2086970	Суза,_Джон_Филип	52.6
553861	Грант,_Кэри	191832	Шетнер,_Уильям	52.5
55245	Зидан,_Зинедин	53789	Пари_Сен-Жермен	52.5
110	Великобритания	2787	Эфиопия	52.25
31984	Конго_(река)	2849	Нигерия	51.0
807059	Сухопутные_войска_Италии	371643	Alfa_Romeo	50.5
21116	Гай_Юлий_Цезарь	65	Италия	50.25
110	Великобритания	1820	Барбадос	50.25
361543	Керри,_Джон	67936	Чейни,_Дик	50.0
4593	Рим	59885	Этна	50.0
77363	Гуанчжоу	252518	Лагос	49.8
655748	Браун,_Гордон	179466	Джонсон,_Линдон	49.6
3884827	Оксфам	1415635	Американский_Красный_Крест	49.5
45139	Чехов,_Антон_Павлович	22937	Уайльд,_Оскар	49.4
93912	Паркс,_Роза	929160	Национальная_ассоциация_содействия_прогрессу_цветного_населения	49.4
21116	Гай_Юлий_Цезарь	24710	Нефертити	49.25
118008	Дели	1454154	Индийская_организация_космических_исследований	49.0
1267103	Рай,_Айшвария	311094	Гильдия_киноактёров_США	48.8
52609	Мумбаи	9173	Сингапур	48.6
85294	Одиссей	11749	Олимп	48.5
277071	Заппа,_Фрэнк	389874	The_Mothers_of_Invention	48.25
2787	Эфиопия	45832	Османская_империя	48.25
128054	Хендрикс,_Джими	1283303	Карлин,_Джордж	47.75
10342	Англия	279858	Amnesty_International	47.75
82256	Версаль	172075	Запретный_город	47.0
4929748	Олимпийский_и_паралимпийский_комитет_США	747485	Всемирная_боксёрская_организация	46.5
5240	Швейцария	145994	Всемирный_экономический_форум	46.25
14109	Маркс,_Карл	167825	Рабочая_партия_Курдистана	45.6
6318477	Венгерский_музей_естественной_истории	41623	Будапешт	44.8
45832	Османская_империя	9	Россия	44.75
29704	Мандела,_Нельсон	741562	Африканский_национальный_конгресс	44.0
138453	Империя_Великих_Моголов	2799	Иран	43.5
20331	Бетховен,_Людвиг_ван	78	Берлин	43.5
1297486	Cirque_du_Soleil	4854225	Нью-Йорк_Сити_балет	43.5
13903	Екатерина_II	271348	Ода_Нобунага	43.0
18342	Уральские_горы	1340650	Чжуцзян	42.2
21116	Гай_Юлий_Цезарь	85777	Софокл	42.0
2676758	Бек,_Гленн	2070092	Национальная_стрелковая_ассоциация_США	42.0
2672	Таллин	71	Москва	42.0
1479095	Хан,_Шахрух	273482	New_Line_Cinema	41.6
11078	IBM	542963	Monsanto_Company	40.8
1213671	Цяньлун	122298	Филипп_II_(король_Испании)	40.4
158032	Калькутта	53600	Эдинбург	40.2
2788	Фиджи	11453	Тунис	40.2
6718276	Управление_по_делам_малого_бизнеса_(США)	8106943	Список_либертарианских_политических_партий	39.25
9	Россия	57	Варшава	38.5
1822	Белиз	1397	Португалия	38.0
291801	Уильямс,_Теннесси	902050	Дэй,_Дорис	37.75
542963	Monsanto_Company	67534	Дюпон	37.25
63315	Линкольн,_Авраам	3456983	Пол,_Рэнд	37.25
29438	Международное_агентство_по_атомной_энергии	19050	Совет_Безопасности_ООН	36.8
2881	Мюнхен	919108	Лейпцигский_университет	36.25
1468	Венгрия	1116	Афганистан	36.0
702279	Нью-Йоркская_товарная_биржа	630754	Народный_банк_Китая	35.5
9773	Толкин,_Джон_Рональд_Руэл	1345345	Ли,_Стэн	35.4
394708	Фред_Астер	720812	Русские_сезоны	35.2
107166	Спарта	623469	Музеи_Ватикана	35.2
63150	Карачи	1108	Киев	34.75
44939	Каир	2800	Ирак	34.6
256	Ленин,_Владимир_Ильич	8218933	Аэрофлот_—_Российские_авиалинии	34.2
550	Иван_Грозный	3640	Узбекистан	33.8
75	Волга	1492191	Вооружённые_силы_СССР	33.6
77363	Гуанчжоу	630754	Народный_банк_Китая	33.5
2163535	Будда_Шакьямуни	62004	Бангкок	33.4
18342	Уральские_горы	75	Волга	33.25
36584	Леннон,_Джон	1479095	Хан,_Шахрух	33.25
4929748	Олимпийский_и_паралимпийский_комитет_США	355811	Торонто_Рэпторс	33.2
33794	Диккенс,_Чарльз	788299	Паваротти,_Лучано	33.0
85595	Пресли,_Элвис	5686833	Уиллис,_Брюс	33.0
1566522	Свифт,_Тейлор	389874	The_Mothers_of_Invention	32.25
22937	Уайльд,_Оскар	110	Великобритания	31.5
378115	Колумбус_(Огайо)	81085	Уэльс	31.4
29384	Мадрид	371643	Alfa_Romeo	31.2
39485	Московский_Кремль	45832	Османская_империя	31.2
5267865	Университет_Пенджаба	5712359	Сухопутные_войска_Индии	31.0
320411	Пан_Ги_Мун	53594	ЮНИСЕФ	31.0
498852	Агентство_национальной_безопасности	1652674	Сухопутные_войска_Германии	30.4
12459	Всемирная_торговая_организация	1001447	Министерство_внутренней_безопасности	30.2
727	Швеция	40352	Стамбул	29.6
50641	Лувр	919108	Лейпцигский_университет	29.0
14398	Пекин	82509	Международный_олимпийский_комитет	29.0
32130	Гейтс,_Билл	2967505	Tumblr	28.8
19050	Совет_Безопасности_ООН	145994	Всемирный_экономический_форум	28.6
355273	Финикс_Санз	747485	Всемирная_боксёрская_организация	28.4
17950	Бах,_Иоганн_Себастьян	183956	Вена	28.25
13899	Дэвис,_Майлз	883143	Фрэнк_Гери	28.2
919747	Эрнхардт,_Дейл_(младший)	65531	Lamborghini	28.2
1213671	Цяньлун	90857	Клеопатра	27.75
124051	Ferrari	53848	Барселона_(футбольный_клуб)	27.75
12459	Всемирная_торговая_организация	182164	Лондонская_школа_экономики_и_политических_наук	27.75
2853	Норвегия	88	Лондон	27.0
2676758	Бек,_Гленн	59085	Маккейн,_Джон	27.0
3425	McDonald’s	11078	IBM	26.75
1456	Достоевский,_Фёдор_Михайлович	183956	Вена	26.6
223083	Бавария_(футбольный_клуб)	881310	Мюнхенский_технический_университет	26.6
1075937	Вооружённые_силы_Испании	1001447	Министерство_внутренней_безопасности	26.4
1996118	Прайор,_Ричард	133347	Шакур,_Тупак	26.25
39485	Московский_Кремль	82509	Международный_олимпийский_комитет	26.25
19176	Хомский,_Ноам	527770	Alcoa	26.0
68923	Бандерас,_Антонио	53848	Барселона_(футбольный_клуб)	25.8
50641	Лувр	53789	Пари_Сен-Жермен	25.75
1121	Австралия	1478	Люксембург	25.75
655380	Черчилль,_Уинстон	26198	Дунай	25.75
63315	Линкольн,_Авраам	770499	Американский_союз_защиты_гражданских_свобод	25.6
269342	Айн_Рэнд	3010	Сталин,_Иосиф_Виссарионович	25.6
638	Соединённые_Штаты_Америки	144097	Goldman_Sachs	25.6
49798	Николай_II	24676	Рузвельт,_Франклин_Делано	25.4
59078	Обама,_Барак	19050	Совет_Безопасности_ООН	24.6
6214	Париж	77363	Гуанчжоу	24.5
21236	Темза	211248	Университет_Карнеги_—_Меллона	24.0
226882	Арджуна	63150	Карачи	24.0
1352893	Цао_Цао	88	Лондон	24.0
1426364	Американский_театр_балета	1597302	Национальная_ассоциация_студенческого_спорта	23.8
22937	Уайльд,_Оскар	6214	Париж	23.6
67936	Чейни,_Дик	2799	Иран	23.0
53599	Блэр,_Тони	50641	Лувр	23.0
2690122	Паттерсон,_Джеймс	1132	Канада	22.75
22354	Буш,_Джордж_Уокер	4929748	Олимпийский_и_паралимпийский_комитет_США	22.75
82868	Хезболла	2673444	Гамбургский_университет	22.6
933026	British_Airways	74804	Оксфордский_университет	22.5
110	Великобритания	53789	Пари_Сен-Жермен	22.5
4284299	Моди,_Нарендра	1454154	Индийская_организация_космических_исследований	22.25
122616	Евфрат	42739	Мехико	22.2
1339090	Австралия_и_Океания	14947	Южная_Америка	22.0
24602	Кинг,_Мартин_Лютер	8503	Эйнштейн,_Альберт	21.75
78	Берлин	250573	Европейский_центральный_банк	21.75
183956	Вена	65531	Lamborghini	21.75
41623	Будапешт	14545	Шанхай	21.25
7	Литва	3793090	Королевские_военно-воздушные_силы_Новой_Зеландии	21.0
1434031	Вудс,_Тайгер	3219714	Федерация_футбола_США	21.0
41623	Будапешт	3184186	Румынская_академия	21.0
223083	Бавария_(футбольный_клуб)	1652674	Сухопутные_войска_Германии	21.0
145994	Всемирный_экономический_форум	1930404	Коммунистическая_партия_Великобритании_(1920)	21.0
1867917	Рахман,_Алла_Ракха	158032	Калькутта	20.8
18321	Афины	4929748	Олимпийский_и_паралимпийский_комитет_США	20.6
2723891	Русеф,_Дилма	2696	Колумбия	20.6
32290	Арарат	54900	Католическая_церковь	20.25
1060642	Ферт,_Колин	1364361	Адель_(певица)	20.25
2820	Корейская_Народно-Демократическая_Республика	2861	Филиппины	19.75
31851	Гималаи	2868	Антарктида	19.75
9	Россия	498852	Агентство_национальной_безопасности	19.6
638	Соединённые_Штаты_Америки	172075	Запретный_город	19.6
59198	Везувий	14545	Шанхай	19.5
1479313	Кэмерон,_Дэвид	132038	Лондонская_фондовая_биржа	19.5
71	Москва	1652674	Сухопутные_войска_Германии	19.25
747485	Всемирная_боксёрская_организация	1318508	Королевские_военно-воздушные_силы_Австралии	19.25
31984	Конго_(река)	1436156	Кения_(гора)	18.8
53684	Роулинг,_Джоан	8503	Эйнштейн,_Альберт	18.4
1134	Китай	4929748	Олимпийский_и_паралимпийский_комитет_США	18.25
32130	Гейтс,_Билл	53684	Роулинг,_Джоан	18.0
12459	Всемирная_торговая_организация	1565949	LinkedIn	18.0
33139	Шекспир,_Уильям	53600	Эдинбург	18.0
19050	Совет_Безопасности_ООН	1214690	Фонд_электронных_рубежей	17.6
53684	Роулинг,_Джоан	31425	Король_Артур	17.6
131837	Джордан,_Майкл	799019	Сиэтл_Маринерс	17.5
33139	Шекспир,_Уильям	1352669	Лондонский_симфонический_оркестр	17.5
137718	Баффетт,_Уоррен	22478	Международный_валютный_фонд	17.0
6153	Турция	1494595	Совет_по_правам_человека_(ООН)	17.0
1214690	Фонд_электронных_рубежей	265	Google_(компания)	16.8
1469	Исландия	19050	Совет_Безопасности_ООН	16.75
10036	Нил	1118	Алжир	16.5
1267103	Рай,_Айшвария	799019	Сиэтл_Маринерс	16.5
74819	Кембриджский_университет	52608	Арсенал_(футбольный_клуб,_Лондон)	16.2
160001	Франциск_Ассизский	279858	Amnesty_International	16.0
176806	Брамс,_Иоганнес	149199	Спрингстин,_Брюс	16.0
146000	Гретцки,_Уэйн	799019	Сиэтл_Маринерс	15.75
53598	Берлускони,_Сильвио	14947	Южная_Америка	15.6
156398	Boeing	265	Google_(компания)	15.5
269148	Сеул	2786	Эритрея	15.5
110	Великобритания	879391	Синай_(гора)	15.4
1600391	Дюрант,_Кевин	269220	Терон,_Шарлиз	15.4
85777	Софокл	50641	Лувр	15.25
34409	Тигр_(река)	941644	Министерство_сельского_хозяйства_США	15.25
1317293	Тринити-колледж_(Дублин)	132038	Лондонская_фондовая_биржа	15.0
69002	Дилан,_Боб	56769	Лос-Анджелес	15.0
24710	Нефертити	320411	Пан_Ги_Мун	14.8
2860	Перу	31851	Гималаи	14.75
2478	Нью-Йорк	132038	Лондонская_фондовая_биржа	14.75
712874	Ротко,_Марк	170070	Lufthansa	14.75
690306	Замок_Химэдзи	199943	Гондор	14.75
3456983	Пол,_Рэнд	791457	Катскилл_(горы)	14.5
21236	Темза	558292	Манчестер_Сити	14.5
2844	Мозамбик	7253	Московский_государственный_университет	14.4
361543	Керри,_Джон	19339	Харрисон,_Джордж	14.4
175200	Ван_Бюрен,_Мартин	21252	Елизавета_II	14.25
1132	Канада	933026	British_Airways	14.2
87325	Эдип	93337	Ким_Чен_Ир	14.2
26163	Кинг,_Стивен	369962	Target	14.0
23772	Клинтон,_Билл	42739	Мехико	14.0
3060430	Гарвардский_университет	144097	Goldman_Sachs	13.75
22354	Буш,_Джордж_Уокер	16735	Йельский_университет	13.6
1132	Канада	12459	Всемирная_торговая_организация	13.4
93337	Ким_Чен_Ир	1353319	Университет_Цинхуа	13.25
14109	Маркс,_Карл	690306	Замок_Химэдзи	13.25
87325	Эдип	107166	Спарта	13.2
53684	Роулинг,_Джоан	277071	Заппа,_Фрэнк	12.8
209627	Олдмен,_Гэри	56769	Лос-Анджелес	12.8
1436156	Кения_(гора)	252518	Лагос	12.8
271348	Ода_Нобунага	690306	Замок_Химэдзи	12.8
655380	Черчилль,_Уинстон	2850	Непал	12.6
1597302	Национальная_ассоциация_студенческого_спорта	8439076	Национальное_управление_по_трудовым_отношениям	12.6
1106205	Emirates_(авиакомпания)	1588173	Военно-морские_силы_Испании	12.6
1597302	Национальная_ассоциация_студенческого_спорта	3743991	Делийский_университет	12.5
1263129	Лорен,_Ральф	103055	Далай-лама	12.25
2016045	Куин_Латифа	2967505	Tumblr	12.25
69002	Дилан,_Боб	53599	Блэр,_Тони	12.25
29438	Международное_агентство_по_атомной_энергии	1099968	Тегеранский_университет	12.25
553861	Грант,_Кэри	2478	Нью-Йорк	12.25
623469	Музеи_Ватикана	6153	Турция	12.25
10084	Токио	386647	Колорадо_(река)	12.0
22354	Буш,_Джордж_Уокер	2857	Панама	12.0
245418	Месси,_Лионель	122298	Филипп_II_(король_Испании)	12.0
8713984	Virgin_Media	74804	Оксфордский_университет	12.0
43713	Джакарта	63	Бразилия	11.8
82227	Стейнбек,_Джон	55245	Зидан,_Зинедин	11.8
261478	Чжан_Цзыи	702796	Universal_Pictures	11.75
919747	Эрнхардт,_Дейл_(младший)	12842	Северная_Америка	11.75
49395	Богота	1265471	Управление_по_борьбе_с_наркотиками	11.75
320036	Корпус_морской_пехоты_США	527770	Alcoa	11.75
3884827	Оксфам	346925	Торонтский_университет	11.6
215432	Гиллеспи,_Диззи	59631	Клинтон,_Хиллари	11.5
20331	Бетховен,_Людвиг_ван	65	Италия	11.5
205542	Дебюсси,_Клод	10342	Англия	11.4
24710	Нефертити	9819	Сирия	11.25
53598	Берлускони,_Сильвио	198005	Государственный_департамент_США	11.25
1123389	Стил,_Даниэла	919747	Эрнхардт,_Дейл_(младший)	11.2
1397	Португалия	18296	Европейское_космическое_агентство	11.0
30667	Хемингуэй,_Эрнест	2834	Мали	11.0
7078054	Маршалл,_Тэргуд	245418	Месси,_Лионель	11.0
1485	Новая_Зеландия	170070	Lufthansa	10.8
53599	Блэр,_Тони	2857	Панама	10.8
63	Бразилия	53848	Барселона_(футбольный_клуб)	10.75
118008	Дели	702279	Нью-Йоркская_товарная_биржа	10.5
21252	Елизавета_II	2868	Антарктида	10.5
2868	Антарктида	5024151	Агентство_по_охране_окружающей_среды_США	10.5
59078	Обама,_Барак	107	Европа	10.5
393990	PayPal	182164	Лондонская_школа_экономики_и_политических_наук	10.4
776549	Лагерфельд,_Карл	131988	Байрон,_Джордж_Гордон	10.4
47903	Виктория_(королева_Великобритании)	6214	Париж	10.25
21116	Гай_Юлий_Цезарь	1122	Австрия	10.25
2072904	Остин,_Стив	558292	Манчестер_Сити	10.2
253127	Стокер,_Брэм	6214	Париж	10.0
371643	Alfa_Romeo	53848	Барселона_(футбольный_клуб)	9.8
53598	Берлускони,_Сильвио	63771	Европейский_суд_по_правам_человека	9.8
5046876	Habitat_for_Humanity_International	897305	Qualcomm	9.75
23772	Клинтон,_Билл	6718276	Управление_по_делам_малого_бизнеса_(США)	9.75
534	Молдавия	356552	Индианаполис_Колтс	9.5
45505	Генрих_VIII	1318508	Королевские_военно-воздушные_силы_Австралии	9.4
163565	Картер,_Джимми	39485	Московский_Кремль	9.4
1132	Канада	770499	Американский_союз_защиты_гражданских_свобод	9.25
163565	Картер,_Джимми	6718276	Управление_по_делам_малого_бизнеса_(США)	9.0
78	Берлин	1387370	Университет_Осло	9.0
269148	Сеул	879391	Синай_(гора)	9.0
49798	Николай_II	3084	Таджикистан	9.0
134369	Остин,_Джейн	933026	British_Airways	8.8
103055	Далай-лама	291801	Уильямс,_Теннесси	8.75
49798	Николай_II	33342	По,_Эдгар_Аллан	8.6
56769	Лос-Анджелес	1597302	Национальная_ассоциация_студенческого_спорта	8.5
30205	Фейнман,_Ричард	1099968	Тегеранский_университет	8.4
212212	Теннант,_Дэвид	5244279	Королевская_шекспировская_труппа	8.25
257581	Мавретания	552358	Сент-Луис_Кардиналс	8.25
7078054	Маршалл,_Тэргуд	5024151	Агентство_по_охране_окружающей_среды_США	8.2
14947	Южная_Америка	1075937	Вооружённые_силы_Испании	8.2
131988	Байрон,_Джордж_Гордон	294072	Али,_Мухаммед	8.2
183956	Вена	1652674	Сухопутные_войска_Германии	8.0
6113318	Индонезийский_музей	107166	Спарта	8.0
1121	Австралия	82256	Версаль	8.0
1490	Сьерра-Леоне	201915	Университет_Глазго	8.0
59198	Везувий	2820	Корейская_Народно-Демократическая_Республика	7.8
63049	Меркель,_Ангела	638	Соединённые_Штаты_Америки	7.75
269148	Сеул	50641	Лувр	7.7
56769	Лос-Анджелес	1340650	Чжуцзян	7.6
128054	Хендрикс,_Джими	137662	Джоли,_Анджелина	7.5
4951145	Клиника_Майо	3425	McDonald’s	7.5
550	Иван_Грозный	1283303	Карлин,_Джордж	7.4
3533763	Голубой_хребет	27054	Челси_(футбольный_клуб)	7.25
59885	Этна	371643	Alfa_Romeo	7.25
4593	Рим	40401	Mercedes-Benz	7.25
690306	Замок_Химэдзи	122616	Евфрат	7.25
3425	McDonald’s	189244	Dow_Chemical	7.0
256238	CNN	29438	Международное_агентство_по_атомной_энергии	7.0
1634705	Военно-воздушные_силы_Индии	4854225	Нью-Йорк_Сити_балет	6.8
40243	Римский-Корсаков,_Николай_Андреевич	8410590	Администрация_социального_обеспечения_США	6.8
13899	Дэвис,_Майлз	104193	Миссисипи	6.8
42739	Мехико	1588173	Военно-морские_силы_Испании	6.8
1543029	Кольбер,_Стивен	5024151	Агентство_по_охране_окружающей_среды_США	6.75
1566522	Свифт,_Тейлор	919912	Facebook	6.75
2955109	Стюарт,_Марта	2163535	Будда_Шакьямуни	6.75
32130	Гейтс,_Билл	189244	Dow_Chemical	6.6
3533763	Голубой_хребет	256238	CNN	6.4
26555	Наполеон_I	2780	Доминиканская_Республика	6.2
2867	Африка	807059	Сухопутные_войска_Италии	6.0
59885	Этна	8439076	Национальное_управление_по_трудовым_отношениям	6.0
209627	Олдмен,_Гэри	33604	Джалаладдин_Руми	6.0
1123389	Стил,_Даниэла	7	Литва	6.0
14398	Пекин	63771	Европейский_суд_по_правам_человека	6.0
1386085	Брэди,_Том	172075	Запретный_город	5.8
3477685	Амери-Корпус	201915	Университет_Глазго	5.8
7780779	Американская_кардиологическая_ассоциация	265	Google_(компания)	5.8
149853	Нью-Дели	2827	Либерия	5.75
63315	Линкольн,_Авраам	109	Азия	5.75
93337	Ким_Чен_Ир	82509	Международный_олимпийский_комитет	5.75
2202797	Магнус_V_(король_Норвегии)	196716	Ринго_Старр	5.6
86	Гамбург	346925	Торонтский_университет	5.6
86308	Куросава,_Акира	701057	Лос-Анджелес_Гэлакси	5.5
45139	Чехов,_Антон_Павлович	48719	Прадо	5.5
44939	Каир	1297486	Cirque_du_Soleil	5.5
245418	Месси,_Лионель	3074623	Албания	5.5
1230	Пифагор	76028	Стэнфордский_университет	5.4
